Open-1,Open-2,Open-3,High-1,High-2,High-3,Low-1,Low-2,Low-3,Volume-1,Volume-2,Volume-3,Target
170.97,172.58,164.88,172.48,174.23,172.01,168.2,172.08,164.77,34949690.0,26750260.0,34581850.0,169.88
311.64,310.6,307.24,317.07,312.67,310.43,311.15,308.25,306.2,30521720.0,35217270.0,42621540.0,316.7
168.99,172.4,174.65,170.66,173.94,175.57,168.42,170.34,172.85,23793830.0,31644240.0,28204640.0,171.05
157.23,156.91,156.29,157.83,157.55,157.42,156.78,155.27,156.2,16916650.0,21175670.0,17633730.0,159.29
116.35,116.8,116.74,116.51,117.4,117.5,115.64,116.78,116.68,26043820.0,23724430.0,21337310.0,115.59
174.88,173.63,172.4,177.2,174.17,173.13,174.86,172.46,171.65,29385650.0,40122100.0,20442740.0,175.03
175.44,175.6,176.23,179.83,177.92,177.99,174.52,170.27,174.99,30967960.0,40396070.0,27043580.0,184.28
119.4,120.0,118.34,120.09,120.5,120.24,119.37,119.71,118.22,25554290.0,23687350.0,34412090.0,120.45
96.0,103.91,105.0,98.71,105.3,105.65,95.68,103.91,104.51,114436300.0,52979780.0,27997990.0,97.61
144.73,144.11,142.9,145.85,145.95,144.75,144.38,143.37,142.9,18647220.0,21080580.0,18527000.0,145.87
110.82,112.73,110.0,112.45,112.75,112.28,110.68,111.44,109.49,32970790.0,30386830.0,52720620.0,111.29
139.41,139.3,138.85,140.75,139.65,139.43,139.03,138.84,138.82,25676720.0,15281850.0,17048800.0,140.72
169.87,167.9,163.89,169.94,169.65,168.07,165.61,166.94,163.72,33482970.0,35779520.0,44651420.0,167.64
222.3,218.93,221.16,222.64,222.99,221.83,219.34,216.76,217.27,22692880.0,28802550.0,30280450.0,217.86
108.23,107.52,106.27,108.94,108.37,107.65,108.01,107.16,106.18,26296260.0,28010430.0,39546610.0,108.71
256.77,257.05,257.33,257.49,258.19,257.85,255.37,256.32,255.38,18966120.0,19974430.0,25817950.0,258.74
160.5,160.86,162.09,162.05,161.15,162.24,159.89,158.53,160.36,31506890.0,28411740.0,21905160.0,162.61
100.78,102.39,102.37,101.76,102.83,103.75,100.4,100.96,101.37,31538710.0,35890740.0,46026600.0,101.31
219.96,217.73,220.0,220.82,220.13,220.79,219.12,217.56,217.02,18386470.0,21158140.0,39763300.0,221.06
324.45,312.6,310.06,327.85,318.4,311.77,321.38,312.19,304.88,54149930.0,40558490.0,40485010.0,320.54
151.78,149.99,152.02,153.92,151.83,152.27,151.69,149.16,150.56,35907770.0,44366140.0,46575410.0,153.8
148.3,148.15,156.86,157.23,151.55,158.16,146.72,146.59,149.63,58133850.0,37169230.0,95497900.0,155.84
174.67,175.94,175.69,175.49,176.0,177.75,173.94,174.54,173.97,20755140.0,19238480.0,27413060.0,173.87
291.12,284.82,284.69,293.97,289.98,284.89,288.12,284.7,282.92,36592940.0,23334000.0,12119710.0,289.46
169.2,170.49,169.03,172.89,171.0,170.44,168.79,168.82,168.91,34260890.0,23285760.0,25656110.0,172.15
191.9,194.99,194.61,192.2,195.19,195.96,189.07,190.1,193.61,20912890.0,23975350.0,19005150.0,190.3
108.97,108.91,109.95,110.61,109.77,110.42,108.83,108.17,108.12,29357940.0,23553790.0,31735810.0,109.34
111.65,108.97,112.49,112.56,110.45,112.78,110.32,108.51,110.04,54507300.0,49904460.0,53142590.0,113.76
192.9,191.55,194.7,194.96,193.59,196.79,192.17,190.3,193.6,14669140.0,18761470.0,21674630.0,196.05
191.78,189.69,191.78,192.43,192.55,191.8,190.17,189.69,189.93,20670830.0,20182050.0,16365720.0,190.68
182.59,180.29,177.96,183.5,182.39,180.0,179.24,180.21,177.39,31464170.0,32191070.0,32130360.0,180.32
204.0,204.05,204.59,205.88,205.09,206.11,203.7,203.27,203.5,18582160.0,14107450.0,16866820.0,205.79
117.7,115.02,114.31,118.69,116.75,114.56,116.2,114.72,113.51,63963010.0,36087910.0,24336440.0,117.35
94.55,92.39,90.0,94.7,94.39,91.67,93.01,91.65,90.0,46858910.0,61192340.0,44223040.0,94.16
322.57,323.52,315.31,325.22,324.76,319.64,320.26,318.95,313.63,26356390.0,29706720.0,34154130.0,322.37
375.41,370.0,367.85,378.62,375.78,370.47,372.23,369.87,363.64,28106110.0,29663910.0,28510370.0,376.72
115.38,115.04,113.84,116.73,116.2,115.92,115.23,114.98,113.75,46286150.0,33962370.0,43293350.0,116.47
171.76,180.95,184.46,174.78,182.39,184.94,170.42,176.27,181.21,42704910.0,41141250.0,40537700.0,173.49
99.26,99.83,100.0,99.3,101.0,100.46,98.31,99.13,99.74,28218240.0,32690080.0,26219110.0,98.25
114.58,115.97,112.95,116.25,116.5,117.44,114.5,114.12,112.1,38610120.0,52828890.0,99202400.0,116.53
153.9,154.34,153.58,155.81,154.45,155.45,153.78,153.46,152.89,26591850.0,25277680.0,27715140.0,155.02
94.87,110.43,114.08,108.8,111.9,114.35,92.0,105.65,111.63,161882500.0,127246600.0,68176940.0,111.11
150.58,149.99,151.5,152.44,150.44,151.74,149.9,148.88,150.19,21466370.0,25111310.0,17170490.0,151.8
156.25,155.79,155.48,158.13,156.33,158.13,154.11,153.66,154.32,39914850.0,26147280.0,33508960.0,163.25
303.22,300.46,295.06,305.17,303.24,301.0,301.97,298.87,294.46,28803760.0,35583440.0,36937800.0,305.64
173.16,174.55,174.35,174.3,175.06,175.61,173.0,173.41,173.93,23751690.0,21532200.0,20523870.0,174.59
97.41,97.17,96.75,97.67,97.7,97.65,96.84,97.12,96.73,25879680.0,24129530.0,23317990.0,97.39
270.8,250.9,242.8,271.7,263.11,245.7,259.0,249.38,238.97,50721830.0,50455070.0,32470020.0,262.74
169.71,171.39,170.1,171.26,172.48,171.0,169.38,169.92,169.7,21785180.0,22389660.0,22224400.0,171.25
175.11,175.11,174.66,175.38,176.1,176.24,174.27,173.14,174.33,25129510.0,29422610.0,24358920.0,173.5
228.41,226.51,223.25,229.18,228.87,228.26,226.63,226.0,222.4,27363960.0,43177540.0,48696960.0,228.99
166.11,163.25,156.25,169.0,166.15,158.13,164.56,160.23,154.11,40613260.0,60800480.0,39914850.0,166.96
151.29,149.56,148.7,154.53,151.82,148.83,149.63,148.52,145.9,45034370.0,40622910.0,54571440.0,152.5
102.83,104.27,96.82,104.45,104.35,97.97,102.82,102.75,96.42,38771840.0,92143920.0,53454620.0,104.19
116.47,115.38,115.04,116.5,116.73,116.2,115.65,115.23,114.98,44284660.0,46286150.0,33962370.0,115.8
297.16,299.84,293.79,304.44,300.9,299.96,297.16,297.48,292.75,33090950.0,27877660.0,29644640.0,307.24
116.55,117.05,118.75,116.79,118.11,118.81,114.22,116.08,116.86,41511380.0,33316990.0,34806250.0,115.29
170.1,171.05,168.99,171.0,171.21,170.66,169.7,169.25,168.42,22224400.0,20940020.0,23793830.0,171.39
174.66,173.91,172.37,176.24,175.25,174.99,174.33,173.6,171.72,24358920.0,24332120.0,34770480.0,175.11
172.05,172.36,169.79,174.26,174.82,173.09,171.42,171.77,169.0,33690660.0,40113790.0,50908540.0,172.83
320.75,317.75,319.25,323.44,322.35,321.15,318.93,317.21,316.47,21910700.0,20254650.0,38399530.0,324.66
115.02,114.31,113.7,116.75,114.56,114.34,114.72,113.51,113.13,36087910.0,24336440.0,28508710.0,117.7
163.05,161.95,158.5,167.54,164.75,163.89,162.88,161.65,157.51,40382890.0,32483310.0,60774900.0,169.79
169.03,167.5,169.06,170.44,170.2,171.52,168.91,166.46,168.4,25656110.0,28397810.0,27315530.0,170.49
174.32,173.21,173.71,174.91,175.0,175.3,172.92,172.73,173.17,27953810.0,27817640.0,16991610.0,174.28
247.51,241.95,264.89,257.61,259.08,279.92,238.4,240.0,252.95,81013970.0,80605870.0,92683030.0,239.77
113.85,116.44,113.25,114.57,116.69,115.5,112.44,114.02,112.37,51861990.0,56005550.0,50061580.0,112.83
172.23,173.0,169.88,173.92,174.0,173.09,171.7,171.53,169.85,22401040.0,28567110.0,28976200.0,173.41
175.11,174.66,173.91,176.1,176.24,175.25,173.14,174.33,173.6,29422610.0,24358920.0,24332120.0,175.11
297.15,296.24,289.93,300.58,300.6,293.68,296.5,295.19,289.52,36633880.0,33911860.0,25247630.0,293.79
187.74,186.55,184.99,190.37,187.4,186.22,187.65,185.22,183.67,27942430.0,23141260.0,28053230.0,189.49
313.59,311.85,316.7,315.7,315.5,317.57,312.09,309.55,312.17,27207250.0,30480880.0,40653460.0,316.27
312.15,317.83,308.1,315.95,319.69,317.05,303.21,310.91,307.24,50155640.0,40575260.0,36486560.0,304.51
115.66,116.25,115.93,116.49,116.54,116.53,113.72,115.44,114.42,63712340.0,37080720.0,43218350.0,112.21
270.0,267.48,263.79,270.8,271.0,265.89,264.91,267.3,262.73,32182650.0,26547490.0,18661340.0,268.6
144.49,145.01,147.17,146.11,146.16,148.28,143.16,143.62,145.38,22052920.0,24725210.0,25674500.0,144.71
184.99,185.18,178.25,186.22,187.67,184.25,183.67,184.75,178.17,28053230.0,42557530.0,56137230.0,186.55
186.35,188.38,188.0,188.5,188.88,189.27,185.76,186.78,186.91,19966590.0,15228270.0,18383080.0,188.77
191.55,192.42,191.39,191.57,192.88,192.61,190.22,190.44,191.15,21584720.0,21480120.0,16859020.0,190.03
109.1,109.63,108.14,109.37,110.23,109.54,108.34,109.21,108.08,25328680.0,33754680.0,25704330.0,109.23
221.03,218.95,221.38,222.49,219.84,222.56,217.19,217.65,217.47,31434370.0,19419650.0,57977090.0,218.55
116.8,116.74,115.8,117.4,117.5,117.38,116.78,116.68,115.75,23724430.0,21337310.0,27756760.0,116.35
189.69,191.78,189.75,192.55,191.8,191.87,189.69,189.93,189.2,20182050.0,16365720.0,15515000.0,191.78
109.23,109.1,109.63,109.6,109.37,110.23,109.02,108.34,109.21,21918340.0,25328680.0,33754680.0,108.77
153.58,153.17,153.97,155.45,153.33,154.17,152.89,152.22,152.38,27715140.0,16383610.0,24452750.0,154.34
187.99,187.22,187.72,190.26,188.23,188.0,187.75,186.14,186.78,23377690.0,27468700.0,18503410.0,191.64
281.1,286.53,300.95,286.0,297.88,302.53,272.96,286.5,286.13,80151380.0,49678430.0,57668360.0,257.26
175.69,174.28,174.32,177.75,175.15,174.91,173.97,172.89,172.92,27413060.0,25737560.0,27953810.0,175.94
273.61,276.28,277.95,277.9,277.25,281.68,272.2,265.43,276.85,29264340.0,45247890.0,32503750.0,275.87
223.64,222.21,227.96,227.27,224.8,228.41,222.25,220.2,220.58,26656630.0,28784550.0,33507770.0,225.46
94.0,95.2,94.2,94.07,95.9,95.74,92.68,93.82,93.68,35850220.0,40984160.0,56770080.0,93.37
98.5,99.02,99.25,99.99,99.56,99.87,98.46,98.68,98.96,26575570.0,20839950.0,22378380.0,98.53
119.87,120.99,118.7,121.36,121.22,120.69,119.61,119.45,118.27,32152870.0,49305220.0,51106100.0,120.79
110.8,109.34,108.97,112.34,110.5,110.61,110.8,108.66,108.83,32771760.0,27150570.0,29357940.0,111.62
125.32,126.2,121.99,125.74,127.09,125.5,123.9,125.06,121.99,42090320.0,50832950.0,115288400.0,123.09
149.56,148.7,144.53,151.82,148.83,148.55,148.52,145.9,143.8,40622910.0,54571440.0,57423650.0,151.29
188.95,188.75,191.66,189.56,189.76,192.88,187.53,186.55,184.58,20710390.0,29771210.0,49696100.0,189.83
93.13,96.52,95.86,95.7,96.92,97.33,93.04,93.69,95.19,53920550.0,46315620.0,46418230.0,94.29
169.0,170.49,170.4,169.08,172.57,171.92,165.28,169.55,169.02,40620360.0,31754210.0,35474680.0,165.45
143.6,143.73,144.29,143.88,144.18,144.52,142.9,143.27,143.45,18904680.0,16658660.0,21131040.0,142.94
116.79,117.35,117.7,117.44,117.98,118.69,115.72,116.75,116.2,35041820.0,37512930.0,63963010.0,117.88
113.4,113.06,112.71,113.66,114.31,113.05,112.69,112.63,112.28,21400410.0,29707270.0,21634520.0,113.7
98.92,97.39,97.41,99.3,98.99,97.67,98.5,97.32,96.84,30031410.0,38885980.0,25879680.0,98.7
177.91,175.21,172.8,178.25,177.74,176.3,176.13,174.52,172.45,23273160.0,27825140.0,38426060.0,174.94
185.8,184.85,183.9,188.39,187.33,184.1,185.79,183.74,182.56,26148590.0,39017490.0,23527660.0,188.35
250.74,252.75,246.52,255.52,255.87,258.68,249.4,247.05,246.36,41994110.0,51054150.0,63140170.0,255.6
146.52,145.59,147.54,147.14,147.49,148.09,145.81,144.27,146.84,23345970.0,45579740.0,44182930.0,146.76
286.53,300.95,297.26,297.88,302.53,304.18,286.5,286.13,289.23,49678430.0,57668360.0,55548830.0,281.1
96.52,95.86,95.0,96.92,97.33,96.84,93.69,95.19,94.08,46315620.0,46418230.0,45870130.0,93.13
224.94,218.01,220.95,225.0,224.3,221.85,219.84,216.56,216.47,49118510.0,35644510.0,39194720.0,223.52
111.74,110.63,109.88,111.77,111.74,111.37,109.41,109.77,109.07,46717770.0,48702200.0,52033100.0,110.19
98.41,96.2,97.96,98.65,97.71,100.48,95.5,95.36,95.74,52960810.0,79356010.0,63000140.0,95.1
97.17,96.75,96.49,97.7,97.65,96.89,97.12,96.73,96.05,24129530.0,23317990.0,28877500.0,97.41
113.65,113.87,115.39,114.23,115.21,115.86,113.2,113.45,114.1,26378910.0,36792100.0,31396130.0,113.46
180.2,179.8,184.66,182.14,180.54,185.71,178.62,177.81,182.55,23714690.0,36529740.0,29748560.0,178.92
94.16,94.55,92.39,95.21,94.7,94.39,93.89,93.01,91.65,42009830.0,46858910.0,61192340.0,94.64
155.97,156.06,155.81,156.98,158.0,156.73,155.75,155.1,155.49,16861450.0,15603520.0,16243080.0,156.35
353.25,364.41,360.7,362.17,365.32,365.0,351.28,353.02,357.57,32661520.0,51314210.0,34380630.0,360.08
120.79,119.87,120.99,123.49,121.36,121.22,120.7,119.61,119.45,45479260.0,32152870.0,49305220.0,123.13
207.03,200.58,199.13,208.74,208.38,201.76,205.48,200.35,197.31,33408050.0,62317430.0,67812280.0,208.0
176.15,177.9,176.18,179.25,179.39,177.36,175.07,176.14,175.65,34260230.0,29512410.0,25302200.0,179.37
143.32,147.5,147.16,144.48,147.5,147.45,142.21,143.84,145.15,31642900.0,31454590.0,34089190.0,143.78
164.0,164.12,162.62,164.33,165.73,165.42,160.63,163.37,162.41,35617230.0,27850370.0,28331540.0,162.13
191.52,191.08,189.53,192.65,191.84,191.41,190.42,190.9,189.31,15009800.0,12506830.0,18000180.0,189.75
92.91,95.94,96.25,94.66,96.29,96.89,92.65,95.25,95.35,75219710.0,32042290.0,29124140.0,93.0
96.31,96.0,98.84,96.9,96.76,98.89,95.92,95.8,96.09,34240470.0,35290570.0,38866100.0,96.4
167.41,166.96,166.11,171.66,168.98,169.0,167.28,165.93,164.56,31384720.0,32644590.0,40613260.0,172.86
199.2,200.85,198.68,200.14,201.0,200.74,196.21,198.44,198.18,27738580.0,20543190.0,21654750.0,198.58
98.25,99.26,99.83,98.84,99.3,101.0,96.92,98.31,99.13,40290580.0,28218240.0,32690080.0,96.82
150.85,152.88,152.5,151.27,153.7,153.97,149.22,151.51,150.86,32018540.0,26924630.0,35661200.0,150.27
100.55,98.97,98.55,100.69,99.06,99.11,98.84,97.34,96.76,49046150.0,49687870.0,70722000.0,100.32
271.46,267.78,268.81,275.3,272.56,271.1,270.93,267.32,268.5,33432810.0,34437040.0,19723390.0,277.0
217.86,222.3,218.93,219.74,222.64,222.99,213.0,219.34,216.76,32389280.0,22692880.0,28802550.0,218.06
156.6,159.9,159.26,158.57,160.0,161.27,156.07,154.63,159.11,26208970.0,39636190.0,26060430.0,159.32
135.52,133.47,133.08,136.27,135.09,133.82,134.62,133.25,132.75,35578640.0,33054500.0,22989980.0,135.67
95.02,94.19,93.79,96.85,94.5,94.72,94.61,93.01,92.59,48032600.0,40323020.0,49979700.0,96.67
167.64,167.88,167.81,168.75,168.94,171.75,164.88,164.47,166.9,30237640.0,37425640.0,38116290.0,164.88
140.0,137.89,137.08,140.28,140.15,137.44,138.76,137.6,136.7,26170690.0,36362440.0,23446340.0,138.78
176.35,173.67,171.8,179.39,175.65,173.95,176.21,173.54,171.71,37353670.0,33772050.0,30953760.0,179.1
191.64,187.99,187.22,193.42,190.26,188.23,191.35,187.75,186.14,26190620.0,23377690.0,27468700.0,193.07
344.72,349.31,347.9,347.8,351.06,354.77,334.22,335.48,346.09,50036510.0,50415610.0,41662940.0,333.25
198.43,198.54,198.8,199.26,200.16,200.85,195.29,198.17,198.15,21070330.0,18220420.0,47800590.0,197.77
164.12,162.62,165.67,165.73,165.42,166.33,163.37,162.41,161.22,27850370.0,28331540.0,33674960.0,164.0
176.18,174.59,173.16,177.36,175.49,174.3,175.65,174.49,173.0,25302200.0,18653380.0,23751690.0,177.9
110.37,111.6,110.78,110.94,112.2,112.03,109.03,110.27,110.07,37034520.0,36151450.0,28507780.0,109.17
117.33,119.27,119.2,119.35,119.73,119.92,117.12,117.34,118.85,42747950.0,32445680.0,34135230.0,119.21
110.23,110.15,112.03,112.34,111.88,114.53,109.13,107.36,112.0,61681250.0,76562170.0,56111590.0,112.49
147.5,147.16,145.74,147.5,147.45,146.09,143.84,145.15,142.51,31454590.0,34089190.0,72187710.0,143.32
95.86,95.0,95.42,97.33,96.84,96.04,95.19,94.08,94.28,46418230.0,45870130.0,37190500.0,96.52
164.8,163.64,163.8,164.94,164.52,163.89,163.63,163.48,162.61,16564340.0,26729940.0,27215770.0,163.75
97.2,96.05,93.98,98.02,96.76,96.38,96.58,95.25,93.32,28949760.0,27526040.0,36192150.0,96.86
187.72,187.6,188.23,188.0,188.75,189.65,186.78,186.87,187.65,18503410.0,22409110.0,17186760.0,187.22
218.95,221.38,222.01,219.84,222.56,223.76,217.65,217.47,220.37,19419650.0,57977090.0,22187880.0,221.03
214.1,216.8,218.1,216.36,217.19,219.18,213.84,214.03,215.11,18965930.0,25682700.0,30149410.0,214.65
96.62,96.45,97.82,96.65,97.75,98.41,95.3,96.07,97.03,60793260.0,31251870.0,29373050.0,96.0
99.44,99.68,98.67,100.47,100.73,99.74,99.25,98.64,98.11,36299460.0,56293490.0,38258300.0,99.6
265.54,267.9,265.8,266.08,268.0,267.43,260.4,265.39,264.23,26609920.0,19069600.0,21700900.0,263.69
171.39,170.1,171.05,172.48,171.0,171.21,169.92,169.7,169.25,22389660.0,22224400.0,20940020.0,169.71
175.03,174.78,173.41,176.19,175.84,175.0,174.83,173.85,173.04,21561320.0,25100510.0,22858840.0,176.49
319.25,316.77,316.14,321.15,323.44,318.71,316.47,315.63,313.09,38399530.0,33449100.0,28236270.0,317.75
110.19,111.74,110.63,110.19,111.77,111.74,108.21,109.41,109.77,61747260.0,46717770.0,48702200.0,110.0
108.89,112.11,111.62,108.95,112.3,112.39,106.94,109.73,111.33,60784920.0,46873670.0,25364920.0,107.88
96.45,97.82,97.32,97.75,98.41,98.48,96.07,97.03,96.75,31251870.0,29373050.0,31890740.0,96.62
109.72,108.65,104.89,109.9,110.42,107.79,108.88,108.6,104.88,25763840.0,45547590.0,31154910.0,108.78
179.1,176.35,173.67,180.48,179.39,175.65,178.16,176.21,173.54,38885510.0,37353670.0,33772050.0,179.26
156.07,157.05,159.28,157.4,157.21,159.75,155.69,155.02,156.16,20514810.0,26604140.0,69726440.0,157.06
189.91,186.27,186.41,192.47,191.75,189.7,188.84,186.02,185.41,33031360.0,26544720.0,36529680.0,186.93
173.04,173.5,175.11,173.48,174.5,175.38,171.18,173.4,174.27,24683350.0,16956290.0,25129510.0,169.97
159.87,162.61,160.5,159.96,163.96,162.05,157.91,158.77,159.89,44866280.0,71574560.0,31506890.0,158.99
118.34,119.11,118.9,120.24,119.62,119.3,118.22,118.81,118.21,34412090.0,26083030.0,27057550.0,120.0
218.55,221.03,218.95,221.5,222.49,219.84,217.14,217.19,217.65,22481010.0,31434370.0,19419650.0,220.0
322.63,320.0,315.36,324.65,324.57,319.75,318.21,320.0,314.61,25141490.0,23495990.0,38190550.0,318.62
113.46,113.65,113.87,113.77,114.23,115.21,110.53,113.2,113.45,43403760.0,26378910.0,36792100.0,111.4
96.82,98.25,99.26,97.97,98.84,99.3,96.42,96.92,98.31,53454620.0,40290580.0,28218240.0,104.27
132.85,130.97,129.08,132.92,132.97,129.62,130.32,130.7,128.31,73006780.0,55204920.0,45970470.0,121.99
104.41,104.19,102.83,106.15,104.55,104.45,104.41,103.68,102.82,38018910.0,27697970.0,38771840.0,106.05
112.49,110.23,110.15,112.78,112.34,111.88,110.04,109.13,107.36,53142590.0,61681250.0,76562170.0,108.97
367.85,365.12,360.08,370.47,367.36,365.98,363.64,363.91,360.0,28510370.0,27684310.0,35055820.0,370.0
160.86,162.09,162.71,161.15,162.24,162.99,158.53,160.36,160.52,28411740.0,21905160.0,21610300.0,160.5
106.96,107.59,109.0,109.43,107.69,109.0,106.86,106.18,107.95,30912260.0,26639930.0,13596680.0,108.58
174.68,174.17,174.87,175.42,176.02,175.42,174.5,174.1,173.25,16339690.0,20848660.0,23451420.0,170.8
117.64,117.52,118.98,117.69,118.6,119.86,115.08,116.86,117.81,46301930.0,34275420.0,32063100.0,116.04
184.1,185.23,182.99,186.21,187.28,186.53,183.8,184.03,182.54,17352380.0,24987260.0,24378480.0,186.29
147.16,145.74,155.19,147.45,146.09,155.19,145.15,142.51,146.02,34089190.0,72187710.0,64782910.0,147.5
222.6,215.83,219.79,224.23,223.25,223.36,214.54,214.7,218.94,39992120.0,38681170.0,28751540.0,217.71
116.53,114.58,115.97,119.99,116.25,116.5,116.53,114.5,114.12,54851010.0,38610120.0,52828890.0,117.81
93.0,92.91,95.94,93.05,94.66,96.29,91.5,92.65,95.25,45595680.0,75219710.0,32042290.0,92.9
113.38,113.67,112.21,114.18,115.37,114.3,112.52,113.66,111.87,50278030.0,46594220.0,73991000.0,113.63
100.58,100.51,97.65,101.71,100.89,100.77,100.45,99.64,97.42,36884490.0,33136130.0,50303500.0,102.37
266.94,262.71,262.59,267.16,266.44,263.18,262.5,262.52,260.84,26334880.0,21029520.0,16331260.0,265.58
157.07,160.29,163.09,157.89,161.0,163.4,150.24,155.03,159.07,70583530.0,54145930.0,51467440.0,158.5
216.8,218.1,213.44,217.19,219.18,217.95,214.03,215.11,213.16,25682700.0,30149410.0,35034410.0,214.1
113.05,115.19,115.12,114.12,116.18,116.13,112.51,113.25,114.04,34494150.0,46937190.0,79763890.0,113.85
105.52,104.61,103.96,106.47,106.31,105.18,104.96,104.59,103.85,34394830.0,38236730.0,40026250.0,106.34
222.21,227.96,230.78,224.8,228.41,232.35,220.2,220.58,226.73,28784550.0,33507770.0,31961120.0,223.64
244.76,248.97,247.42,245.3,249.75,249.25,241.21,242.57,246.72,31130520.0,35709870.0,24143240.0,247.24
351.41,355.15,351.46,353.45,355.4,353.2,349.22,351.09,344.72,24205100.0,28601630.0,41357180.0,354.64
172.53,170.16,170.52,174.55,172.3,170.59,171.96,169.26,169.22,29461040.0,25400540.0,25938760.0,172.54
204.3,209.55,219.05,204.39,213.65,222.36,198.17,205.43,216.81,66072170.0,91046560.0,52954070.0,201.92
93.48,93.33,93.0,93.57,93.57,93.77,92.46,92.11,92.59,28641180.0,33653020.0,32895650.0,92.72
109.72,109.81,106.7,110.54,110.35,110.23,109.66,108.83,106.6,28310840.0,27623150.0,58724080.0,110.12
113.0,111.64,114.42,113.18,113.39,114.79,112.34,111.55,111.55,24587490.0,29800240.0,52411070.0,113.69
94.64,94.64,94.16,95.43,94.64,95.21,94.52,93.57,93.89,31834020.0,30417880.0,42009830.0,95.87
317.75,319.25,316.77,322.35,321.15,323.44,317.21,316.47,315.63,20254650.0,38399530.0,33449100.0,320.75
106.14,105.66,105.8,106.8,106.57,106.5,105.62,105.64,105.5,26675250.0,31639010.0,24817940.0,107.7
118.77,117.95,116.78,119.38,119.43,118.16,118.3,117.94,116.47,24432660.0,33420290.0,31714820.0,118.74
101.41,101.31,100.78,102.24,101.58,101.76,100.15,100.27,100.4,33490630.0,27148530.0,31538710.0,102.24
139.3,138.85,139.25,139.65,139.43,139.36,138.84,138.82,138.64,15281850.0,17048800.0,19578920.0,139.41
216.88,211.15,219.19,220.45,215.18,219.69,216.62,209.27,206.09,38016810.0,36487930.0,45713690.0,219.05
123.15,123.38,123.09,123.5,123.91,123.61,122.27,122.55,122.12,36912040.0,33570380.0,44371580.0,122.32
157.06,156.07,157.05,158.92,157.4,157.21,156.67,155.69,155.02,21827400.0,20514810.0,26604140.0,158.6
111.78,110.93,111.29,112.0,112.1,111.52,110.53,110.49,109.56,38794930.0,37622200.0,44434220.0,110.8
114.92,111.38,115.2,115.05,114.24,115.57,113.32,111.0,112.27,27584020.0,37979570.0,45555300.0,115.76
118.9,118.74,118.77,119.3,119.93,119.38,118.21,118.6,118.3,27057550.0,27453130.0,24432660.0,119.11
116.65,116.45,117.52,117.2,117.11,118.02,115.43,116.4,116.2,30555900.0,14979680.0,20686510.0,115.8
100.0,99.56,98.7,100.46,100.0,100.13,99.74,99.34,98.6,26219110.0,23766360.0,36464530.0,99.83
114.42,114.35,113.85,114.79,114.94,113.99,111.55,114.0,112.44,52411070.0,31048170.0,35951900.0,111.64
282.23,279.5,279.8,282.65,281.18,281.9,278.56,278.95,279.12,69032740.0,24626950.0,29024690.0,280.53
137.14,135.91,137.38,137.44,136.66,137.48,136.28,135.28,136.3,20222210.0,21754600.0,20762360.0,137.08
